,GEOID_Data,facility_type,X.1,X,FID,OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area,area_sqr_m,land_ratio,ORIG_FID,POINT_X,POINT_Y,facility_name,facility_lat,facility_lng,distance_rank,Dist_km_bm,Dur_min_bm,Dist_km_rt,Dur_min_rt,time,Dist_km_rg,Dur_min_rg
12153,14000US39103408002,hospital,443,2211,442,52179,39,103,408002,39103408002,4080.02,Census Tract 4080.02,G5020,S,7011690,472599,41.1455442,-81.8194036,0.135876051,0.000802759,2.7072301,0.9346177,442,-81.81364154,41.14544276,Summa Health Medina Medical Center,41.1358135,-81.8237329,0,2.711,4.783333333,2.711,4.816666667,1/20/2019 16:00,2.711,4.816666667
12159,14000US39103408002,police,2348,11736,442,52179,39,103,408002,39103408002,4080.02,Census Tract 4080.02,G5020,S,7011690,472599,41.1455442,-81.8194036,0.135876051,0.000802759,2.7072301,0.9346177,442,-81.81364154,41.14544276,Country Baker of Medina,41.1448473,-81.8622966,0,5.364,8.183333333,5.364,8.116666667,1/20/2019 16:00,5.364,8.516666667
12164,14000US39103408003,center,2541,12701,0,50518,39,103,408003,39103408003,4080.03,Census Tract 4080.03,G5020,S,5706707,79145,41.16724,-81.857254,0.127671145,0.000620732,2.2033701,0.97403607,0,-81.8375695,41.1610869,Cleveland Downtown,41.5047834,-81.6856808,0,52.343,36.65,52.343,42.03333333,1/20/2019 16:00,52.343,37.21666667
12168,14000US39103408003,fire,1271,6351,0,50518,39,103,408003,39103408003,4080.03,Census Tract 4080.03,G5020,S,5706707,79145,41.16724,-81.857254,0.127671145,0.000620732,2.2033701,0.97403607,0,-81.8375695,41.1610869,Medina Township Fire Department,41.1713102,-81.8290314,0,1.731,3.183333333,1.731,3.183333333,1/20/2019 16:00,1.731,3.266666667
12172,14000US39103408003,grocery,636,3176,0,50518,39,103,408003,39103408003,4080.03,Census Tract 4080.03,G5020,S,5706707,79145,41.16724,-81.857254,0.127671145,0.000620732,2.2033701,0.97403607,0,-81.8375695,41.1610869,ALDI,41.1572775,-81.862005,0,4.946,8.883333333,4.946,8.85,1/20/2019 16:00,4.946,9
12174,14000US39103408003,hospital,1,1,0,50518,39,103,408003,39103408003,4080.03,Census Tract 4080.03,G5020,S,5706707,79145,41.16724,-81.857254,0.127671145,0.000620732,2.2033701,0.97403607,0,-81.8375695,41.1610869,Cleveland Clinic - Medina Hospital,41.1380857,-81.8379599,0,4.555,7.483333333,4.555,7.483333333,1/20/2019 16:00,4.555,7.483333333
12180,14000US39103408003,police,1906,9526,0,50518,39,103,408003,39103408003,4080.03,Census Tract 4080.03,G5020,S,5706707,79145,41.16724,-81.857254,0.127671145,0.000620732,2.2033701,0.97403607,0,-81.8375695,41.1610869,Medina Township Police Department,41.171244,-81.8618641,0,4.513,6.4,4.513,6.383333333,1/20/2019 16:00,4.513,6.55
12183,14000US39103408100,center,2640,12800,99,50906,39,103,408100,39103408100,4081,Census Tract 4081,G5020,S,12189516,45907,41.16108,-81.8848598,0.177823088,0.001312584,4.7063999,0.999043555,99,-81.8875414,41.15680417,Cleveland Downtown,41.5047834,-81.6856808,0,57.973,41.75,57.973,46.85,1/20/2019 16:00,57.973,42.46666667
12187,14000US39103408100,fire,1370,6846,99,50906,39,103,408100,39103408100,4081,Census Tract 4081,G5020,S,12189516,45907,41.16108,-81.8848598,0.177823088,0.001312584,4.7063999,0.999043555,99,-81.8875414,41.15680417,TKO Fire Protection Inc,41.1482866,-81.8784243,0,1.856,3.35,1.856,3.366666667,1/20/2019 16:00,1.856,3.4
12191,14000US39103408100,grocery,735,3671,99,50906,39,103,408100,39103408100,4081,Census Tract 4081,G5020,S,12189516,45907,41.16108,-81.8848598,0.177823088,0.001312584,4.7063999,0.999043555,99,-81.8875414,41.15680417,Marc's Stores,41.1563115,-81.8644798,0,2.926,5.666666667,2.926,5.7,1/20/2019 16:00,2.926,5.633333333
12194,14000US39103408100,hospital,100,496,99,50906,39,103,408100,39103408100,4081,Census Tract 4081,G5020,S,12189516,45907,41.16108,-81.8848598,0.177823088,0.001312584,4.7063999,0.999043555,99,-81.8875414,41.15680417,Brunswick Medical Center,41.2389582,-81.8317333,0,14.08,15.68333333,14.08,16.01666667,1/20/2019 16:00,14.08,16.05
12198,14000US39103408100,police,2005,10021,99,50906,39,103,408100,39103408100,4081,Census Tract 4081,G5020,S,12189516,45907,41.16108,-81.8848598,0.177823088,0.001312584,4.7063999,0.999043555,99,-81.8875414,41.15680417,Country Baker of Medina,41.1448473,-81.8622966,0,3.556,6.65,3.556,6.65,1/20/2019 16:00,3.556,6.883333333
12203,14000US39103408201,center,2982,13142,441,52178,39,103,408201,39103408201,4082.01,Census Tract 4082.01,G5020,S,18658247,28310,41.1311633,-81.9009985,0.220708805,0.002003784,7.20399,0.993933266,441,-81.90112715,41.12813291,Cleveland Downtown,41.5047834,-81.6856808,0,58.945,46.06666667,58.945,49.96666667,1/20/2019 16:00,58.945,47.18333333
12205,14000US39103408201,fire,1712,8556,441,52178,39,103,408201,39103408201,4082.01,Census Tract 4082.01,G5020,S,18658247,28310,41.1311633,-81.9009985,0.220708805,0.002003784,7.20399,0.993933266,441,-81.90112715,41.12813291,Medina Fire Department Station No. 2,41.128449,-81.894131,0,0.733,1.833333333,0.733,1.833333333,1/20/2019 16:00,0.733,1.916666667
12211,14000US39103408201,grocery,1077,5381,441,52178,39,103,408201,39103408201,4082.01,Census Tract 4082.01,G5020,S,18658247,28310,41.1311633,-81.9009985,0.220708805,0.002003784,7.20399,0.993933266,441,-81.90112715,41.12813291,Farmer's Fruit Express Inc,41.1295834,-81.8780144,0,2.77,4.25,2.77,4.416666667,1/20/2019 16:00,2.77,4.483333333
12215,14000US39103408201,hospital,442,2206,441,52178,39,103,408201,39103408201,4082.01,Census Tract 4082.01,G5020,S,18658247,28310,41.1311633,-81.9009985,0.220708805,0.002003784,7.20399,0.993933266,441,-81.90112715,41.12813291,Cleveland Clinic - Medina Hospital,41.1380857,-81.8379599,0,5.844,10.31666667,5.844,10.58333333,1/20/2019 16:00,5.844,10.88333333
12220,14000US39103408201,police,2347,11731,441,52178,39,103,408201,39103408201,4082.01,Census Tract 4082.01,G5020,S,18658247,28310,41.1311633,-81.9009985,0.220708805,0.002003784,7.20399,0.993933266,441,-81.90112715,41.12813291,Medina County Jail,41.128018,-81.8905709,0,1.031,2.316666667,1.031,2.316666667,1/20/2019 16:00,1.031,2.383333333
12224,14000US39103408202,center,2734,12894,193,51621,39,103,408202,39103408202,4082.02,Census Tract 4082.02,G5020,S,5867417,0,41.1154362,-81.873625,0.103928204,0.000629051,2.26542,1,193,-81.87362484,41.11543731,Cleveland Downtown,41.5047834,-81.6856808,0,59.067,46.83333333,59.067,51.03333333,1/20/2019 16:00,59.067,47.85
12227,14000US39103408202,fire,1464,7316,193,51621,39,103,408202,39103408202,4082.02,Census Tract 4082.02,G5020,S,5867417,0,41.1154362,-81.873625,0.103928204,0.000629051,2.26542,1,193,-81.87362484,41.11543731,Medina Fire Department Station No. 3,41.1219213,-81.8503063,0,3.012,6.2,3.012,6.25,1/20/2019 16:00,3.012,6.25
12230,14000US39103408202,grocery,829,4141,193,51621,39,103,408202,39103408202,4082.02,Census Tract 4082.02,G5020,S,5867417,0,41.1154362,-81.873625,0.103928204,0.000629051,2.26542,1,193,-81.87362484,41.11543731,Farmer's Fruit Express Inc,41.1295834,-81.8780144,0,2.791,4.883333333,2.791,5.1,1/20/2019 16:00,2.791,4.983333333
12236,14000US39103408202,hospital,194,966,193,51621,39,103,408202,39103408202,4082.02,Census Tract 4082.02,G5020,S,5867417,0,41.1154362,-81.873625,0.103928204,0.000629051,2.26542,1,193,-81.87362484,41.11543731,Brunswick Medical Center,41.2389582,-81.8317333,0,18.861,23.76666667,18.861,24.31666667,1/20/2019 16:00,18.861,24.36666667
12239,14000US39103408202,police,2099,10491,193,51621,39,103,408202,39103408202,4082.02,Census Tract 4082.02,G5020,S,5867417,0,41.1154362,-81.873625,0.103928204,0.000629051,2.26542,1,193,-81.87362484,41.11543731,Medina County Sheriff's Department,41.1279746,-81.8897101,0,2.829,5.066666667,2.829,5.233333333,1/20/2019 16:00,2.829,5.216666667
12243,14000US39103408301,center,2641,12801,100,50908,39,103,408301,39103408301,4083.01,Census Tract 4083.01,G5020,S,7318106,35245,41.1322017,-81.8266087,0.161466213,0.000788527,2.8255401,0.991200196,100,-81.8225543,41.12952849,Cleveland Downtown,41.5047834,-81.6856808,0,55.518,36.5,55.518,41.43333333,1/20/2019 16:00,55.518,37.71666667
12248,14000US39103408301,fire,1371,6851,100,50908,39,103,408301,39103408301,4083.01,Census Tract 4083.01,G5020,S,7318106,35245,41.1322017,-81.8266087,0.161466213,0.000788527,2.8255401,0.991200196,100,-81.8225543,41.12952849,Medina Township Fire Department Station No. 2,41.1419604,-81.8012344,0,2.935,4.35,2.935,4.116666667,1/20/2019 16:00,2.935,4.45
12249,14000US39103408301,grocery,736,3676,100,50908,39,103,408301,39103408301,4083.01,Census Tract 4083.01,G5020,S,7318106,35245,41.1322017,-81.8266087,0.161466213,0.000788527,2.8255401,0.991200196,100,-81.8225543,41.12952849,Recycling Drop-Off,41.1347628,-81.8171576,0,1.735,3.8,1.735,3.783333333,1/20/2019 16:00,1.735,3.883333333
12255,14000US39103408301,hospital,101,501,100,50908,39,103,408301,39103408301,4083.01,Census Tract 4083.01,G5020,S,7318106,35245,41.1322017,-81.8266087,0.161466213,0.000788527,2.8255401,0.991200196,100,-81.8225543,41.12952849,Summa Health Medina Medical Center,41.1358135,-81.8237329,0,2.678,3.783333333,2.678,3.8,1/20/2019 16:00,2.678,4.016666667
12257,14000US39103408301,police,2006,10026,100,50908,39,103,408301,39103408301,4083.01,Census Tract 4083.01,G5020,S,7318106,35245,41.1322017,-81.8266087,0.161466213,0.000788527,2.8255401,0.991200196,100,-81.8225543,41.12952849,Medina County Sheriffs Civil,41.13819,-81.86232,0,3.842,5.65,3.842,5.883333333,1/20/2019 16:00,3.842,6.016666667
12263,14000US39103408302,center,2631,12791,90,50867,39,103,408302,39103408302,4083.02,Census Tract 4083.02,G5020,S,9756200,8743,41.119057,-81.8456078,0.154860121,0.001046953,3.76689,0.993545413,90,-81.85033175,41.12121198,Cleveland Downtown,41.5047834,-81.6856808,0,56.84,42.05,56.84,47.08333333,1/20/2019 16:00,56.84,42.73333333
12265,14000US39103408302,fire,1361,6801,90,50867,39,103,408302,39103408302,4083.02,Census Tract 4083.02,G5020,S,9756200,8743,41.119057,-81.8456078,0.154860121,0.001046953,3.76689,0.993545413,90,-81.85033175,41.12121198,Medina Fire Department Station No. 3,41.1219213,-81.8503063,0,0.063,0.05,0.063,0.066666667,1/20/2019 16:00,0.063,0.066666667
12269,14000US39103408302,grocery,726,3626,90,50867,39,103,408302,39103408302,4083.02,Census Tract 4083.02,G5020,S,9756200,8743,41.119057,-81.8456078,0.154860121,0.001046953,3.76689,0.993545413,90,-81.85033175,41.12121198,Nibble,41.1375405,-81.8644267,0,2.269,3.816666667,2.269,4.166666667,1/20/2019 16:00,2.269,4.166666667
12275,14000US39103408302,hospital,91,451,90,50867,39,103,408302,39103408302,4083.02,Census Tract 4083.02,G5020,S,9756200,8743,41.119057,-81.8456078,0.154860121,0.001046953,3.76689,0.993545413,90,-81.85033175,41.12121198,Cleveland Clinic - Medina Hospital,41.1380857,-81.8379599,0,3.27,5.2,3.27,5.666666667,1/20/2019 16:00,3.27,5.383333333
12278,14000US39103408302,police,1996,9976,90,50867,39,103,408302,39103408302,4083.02,Census Tract 4083.02,G5020,S,9756200,8743,41.119057,-81.8456078,0.154860121,0.001046953,3.76689,0.993545413,90,-81.85033175,41.12121198,Medina County Sheriffs Civil,41.13819,-81.86232,0,2.23,3.533333333,2.23,4.1,1/20/2019 16:00,2.23,3.85
12284,14000US39103409001,center,2642,12802,101,50909,39,103,409001,39103409001,4090.01,Census Tract 4090.01,G5020,S,68208160,47168,41.098172,-82.0252223,0.346671294,0.00731595,26.3353004,0.994857188,101,-82.02562516,41.09930986,Cleveland Downtown,41.5047834,-81.6856808,0,68.988,47.76666667,68.988,52.33333333,1/20/2019 16:00,68.988,49.55
12288,14000US39103409001,fire,1372,6856,101,50909,39,103,409001,39103409001,4090.01,Census Tract 4090.01,G5020,S,68208160,47168,41.098172,-82.0252223,0.346671294,0.00731595,26.3353004,0.994857188,101,-82.02562516,41.09930986,Chatham Twp Fire Department,41.0990283,-82.0260793,0,0.075,0.816666667,0.075,0.816666667,1/20/2019 16:00,0.075,0.833333333
12289,14000US39103409001,grocery,737,3681,101,50909,39,103,409001,39103409001,4090.01,Census Tract 4090.01,G5020,S,68208160,47168,41.098172,-82.0252223,0.346671294,0.00731595,26.3353004,0.994857188,101,-82.02562516,41.09930986,Feinkost Ingredients,41.0346873,-82.0236533,0,8.844,8.533333333,8.844,8.616666667,1/20/2019 16:00,8.844,8.716666667
12294,14000US39103409001,hospital,102,506,101,50909,39,103,409001,39103409001,4090.01,Census Tract 4090.01,G5020,S,68208160,47168,41.098172,-82.0252223,0.346671294,0.00731595,26.3353004,0.994857188,101,-82.02562516,41.09930986,Brunswick Medical Center,41.2389582,-81.8317333,0,31.701,27.05,31.701,28.3,1/20/2019 16:00,31.701,27.83333333
12297,14000US39103409001,police,2007,10031,101,50909,39,103,409001,39103409001,4090.01,Census Tract 4090.01,G5020,S,68208160,47168,41.098172,-82.0252223,0.346671294,0.00731595,26.3353004,0.994857188,101,-82.02562516,41.09930986,Lodi Fire Department,41.0392514,-82.0059659,0,8.514,7.55,8.514,7.55,1/20/2019 16:00,8.514,7.683333333
12302,14000US39103409002,center,2643,12803,102,50910,39,103,409002,39103409002,4090.02,Census Tract 4090.02,G5020,S,51590079,1277818,41.086341,-81.9327039,0.343850158,0.005666221,19.9190006,0.971503473,102,-81.9345131,41.09426036,Cleveland Downtown,41.5047834,-81.6856808,0,78.096,47.93333333,64.001,53.26666667,1/20/2019 16:00,78.096,49.75
12305,14000US39103409002,fire,1373,6861,102,50910,39,103,409002,39103409002,4090.02,Census Tract 4090.02,G5020,S,51590079,1277818,41.086341,-81.9327039,0.343850158,0.005666221,19.9190006,0.971503473,102,-81.9345131,41.09426036,Lafayette Township Fire Station # 1,41.0988328,-81.9333851,0,0.694,0.65,0.694,0.65,1/20/2019 16:00,0.694,0.666666667
12310,14000US39103409002,grocery,738,3686,102,50910,39,103,409002,39103409002,4090.02,Census Tract 4090.02,G5020,S,51590079,1277818,41.086341,-81.9327039,0.343850158,0.005666221,19.9190006,0.971503473,102,-81.9345131,41.09426036,Lafayette Market,41.099019,-81.935974,0,0.497,0.416666667,0.497,0.416666667,1/20/2019 16:00,0.497,0.433333333
12313,14000US39103409002,hospital,103,511,102,50910,39,103,409002,39103409002,4090.02,Census Tract 4090.02,G5020,S,51590079,1277818,41.086341,-81.9327039,0.343850158,0.005666221,19.9190006,0.971503473,102,-81.9345131,41.09426036,Summa Health Wadsworth-Rittman Medical Center,41.0278353,-81.7505084,0,24.366,19.6,21.875,20.13333333,1/20/2019 16:00,24.366,20.1
12319,14000US39103409002,police,2008,10036,102,50910,39,103,409002,39103409002,4090.02,Census Tract 4090.02,G5020,S,51590079,1277818,41.086341,-81.9327039,0.343850158,0.005666221,19.9190006,0.971503473,102,-81.9345131,41.09426036,Medina County Sheriff's Department,41.1279746,-81.8897101,0,6.137,5.7,6.137,5.883333333,1/20/2019 16:00,6.137,5.883333333
12323,14000US39103410000,center,2649,12809,108,50926,39,103,410000,39103410000,4100,Census Tract 4100,G5020,S,128279781,523512,41.0662246,-82.1187088,0.480835847,0.013798543,49.5290985,0.994228337,108,-82.1240176,41.06431821,Cleveland Downtown,41.5047834,-81.6856808,0,76.856,52.63333333,76.856,57.68333333,1/20/2019 16:00,76.856,54.5
12327,14000US39103410000,fire,1379,6891,108,50926,39,103,410000,39103410000,4100,Census Tract 4100,G5020,S,128279781,523512,41.0662246,-82.1187088,0.480835847,0.013798543,49.5290985,0.994228337,108,-82.1240176,41.06431821,Spencer Community Fire District,41.0995435,-82.1225774,0,3.953,3.233333333,3.953,3.233333333,1/20/2019 16:00,3.953,3.366666667
12331,14000US39103410000,grocery,744,3716,108,50926,39,103,410000,39103410000,4100,Census Tract 4100,G5020,S,128279781,523512,41.0662246,-82.1187088,0.480835847,0.013798543,49.5290985,0.994228337,108,-82.1240176,41.06431821,Spencer Main Street Market,41.0999411,-82.1230356,0,4.001,3.283333333,4.001,3.283333333,1/20/2019 16:00,4.001,3.4
12335,14000US39103410000,hospital,109,541,108,50926,39,103,410000,39103410000,4100,Census Tract 4100,G5020,S,128279781,523512,41.0662246,-82.1187088,0.480835847,0.013798543,49.5290985,0.994228337,108,-82.1240176,41.06431821,Mercy Allen Hospital,41.2951032,-82.2247481,0,34.34,30.48333333,34.093,31.08333333,1/20/2019 16:00,34.34,30.95
12338,14000US39103410000,police,2014,10066,108,50926,39,103,410000,39103410000,4100,Census Tract 4100,G5020,S,128279781,523512,41.0662246,-82.1187088,0.480835847,0.013798543,49.5290985,0.994228337,108,-82.1240176,41.06431821,Spencer Village Office,41.1002483,-82.1233069,0,3.995,3.25,3.995,3.25,1/20/2019 16:00,3.995,3.366666667
12342,14000US39103411001,center,2650,12810,109,50927,39,103,411001,39103411001,4110.01,Census Tract 4110.01,G5020,S,56450819,49127,41.0074892,-82.0496642,0.504509983,0.006049215,21.7957993,0.987591392,109,-82.0272265,41.00659214,Cleveland Downtown,41.5047834,-81.6856808,0,80.244,49.28333333,80.244,55.7,1/20/2019 16:00,80.244,51.11666667
12345,14000US39103411001,fire,1380,6896,109,50927,39,103,411001,39103411001,4110.01,Census Tract 4110.01,G5020,S,56450819,49127,41.0074892,-82.0496642,0.504509983,0.006049215,21.7957993,0.987591392,109,-82.0272265,41.00659214,Burbank Fire Chief,40.9875672,-81.9948411,0,4.653,6.916666667,4.653,6.95,1/20/2019 16:00,4.653,6.816666667
12351,14000US39103411001,grocery,745,3721,109,50927,39,103,411001,39103411001,4110.01,Census Tract 4110.01,G5020,S,56450819,49127,41.0074892,-82.0496642,0.504509983,0.006049215,21.7957993,0.987591392,109,-82.0272265,41.00659214,Garden Isle Farms,41.0118213,-81.9961854,0,4.435,5.483333333,4.435,5.483333333,1/20/2019 16:00,4.435,5.666666667
12354,14000US39103411001,hospital,110,546,109,50927,39,103,411001,39103411001,4110.01,Census Tract 4110.01,G5020,S,56450819,49127,41.0074892,-82.0496642,0.504509983,0.006049215,21.7957993,0.987591392,109,-82.0272265,41.00659214,Cleveland Clinic Akron General Lodi Hospital,41.0357983,-82.0142831,0,3.746,7.383333333,3.746,7.383333333,1/20/2019 16:00,3.746,7.533333333
12359,14000US39103411001,police,2015,10071,109,50927,39,103,411001,39103411001,4110.01,Census Tract 4110.01,G5020,S,56450819,49127,41.0074892,-82.0496642,0.504509983,0.006049215,21.7957993,0.987591392,109,-82.0272265,41.00659214,Lodi Utility Billing,41.032522,-82.012247,0,3.261,6.783333333,3.261,6.783333333,1/20/2019 16:00,3.261,6.95
12363,14000US39103411002,center,2651,12811,110,50928,39,103,411002,39103411002,4110.02,Census Tract 4110.02,G5020,S,11573824,20280,41.0387215,-82.0243209,0.157971588,0.001241504,4.4686799,0.986727724,110,-82.01948799,41.03431789,Cleveland Downtown,41.5047834,-81.6856808,0,79.454,51.11666667,79.454,57.66666667,1/20/2019 16:00,79.454,52.93333333
12366,14000US39103411002,fire,1381,6901,110,50928,39,103,411002,39103411002,4110.02,Census Tract 4110.02,G5020,S,11573824,20280,41.0387215,-82.0243209,0.157971588,0.001241504,4.4686799,0.986727724,110,-82.01948799,41.03431789,Lodi Fire Department,41.0392514,-82.0059659,0,1.456,4.216666667,1.456,4.266666667,1/20/2019 16:00,1.456,4.3
12371,14000US39103411002,grocery,746,3726,110,50928,39,103,411002,39103411002,4110.02,Census Tract 4110.02,G5020,S,11573824,20280,41.0387215,-82.0243209,0.157971588,0.001241504,4.4686799,0.986727724,110,-82.01948799,41.03431789,Dollar General,41.033293,-82.0167865,0,0.539,2.233333333,0.539,2.283333333,1/20/2019 16:00,0.539,2.25
12374,14000US39103411002,hospital,111,551,110,50928,39,103,411002,39103411002,4110.02,Census Tract 4110.02,G5020,S,11573824,20280,41.0387215,-82.0243209,0.157971588,0.001241504,4.4686799,0.986727724,110,-82.01948799,41.03431789,Cleveland Clinic Akron General Lodi Hospital,41.0357983,-82.0142831,0,0.987,3.816666667,0.987,3.816666667,1/20/2019 16:00,0.987,3.816666667
12379,14000US39103411002,police,2016,10076,110,50928,39,103,411002,39103411002,4110.02,Census Tract 4110.02,G5020,S,11573824,20280,41.0387215,-82.0243209,0.157971588,0.001241504,4.4686799,0.986727724,110,-82.01948799,41.03431789,Lodi Utility Billing,41.032522,-82.012247,0,0.709,4.816666667,0.709,4.816666667,1/20/2019 16:00,0.709,4.883333333
12384,14000US39103412000,center,2632,12792,91,50868,39,103,412000,39103412000,4120,Census Tract 4120,G5020,S,65686616,297581,41.0223386,-81.9261277,0.339955911,0.007064762,25.3617001,0.984286981,91,-81.92808475,41.0260094,Cleveland Downtown,41.5047834,-81.6856808,0,70.991,42.88333333,70.991,50.11666667,1/20/2019 16:00,70.991,44.41666667
